"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
3023,11,"A. Antonarakou, G. Kontakiotis, P.G. Mortyn, H. Drinia, M. Sprovieri, E. Besiou, E. Tripsanas","Biotic and geochemical (?<sup>18</sup>O, ?<sup>13</sup>C, Mg/Ca, Ba/Ca) responses of Globigerinoides ruber morphotypes to upper water column variations during the last deglaciation, Gulf of Mexico",2015,"Geochimica et Cosmochimica Acta",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84941780031&partnerID=40&md5=18a85b407cd50eb9ae5e9bde73e66401",NA,3023,"8/10/2018","Article","10.1016/j.gca.2015.08.003",NA,NA,170,NA,69,93,11,3.67,2,7,3,"english","in corpus","DOI present","english.enl","EndNote",12425,12425,2,"Antonarakou, A.Kontakiotis, G.Mortyn, P. G.Drinia, H.Sprovieri, M.Besiou, E.Tripsanas, E.","Biotic and geochemical (?<sup>18</sup>O, ?<sup>13</sup>C, Mg/Ca, Ba/Ca) responses of Globigerinoides ruber morphotypes to upper water column variations during the last deglaciation, Gulf of Mexico",NA,"69-93",NA,"Query date: 2018-08-10",2015,NA,NA,"170
Cited By (since 2015): 11","https://www.scopus.com/inward/record.url?eid=2-s2.0-84941780031&partnerID=40&md5=18a85b407cd50eb9ae5e9bde73e66401https://ac.els-cdn.com/S0016703715004974/1-s2.0-S0016703715004974-main.pdf?_tid=2443913c-8ba8-4b2b-8c73-78d8b371c8f5&acdnat=1534005369_1f7073e3d702c88dee062ac866ace842internal-pdf://0530755191/Antonarakou-2015-Biotic and geochemical (__sup.pdf","10.1016/j.gca.2015.08.003","0530755191/Antonarakou-2015-Biotic and geochemical (__sup.pdf","Bolivia","","","","","","",""
8789,1,"T.M. Rickenbach, R.N. Ferreira, J.F. Rickenbach, E.A. Wright","Monsoon in the Americas: Opportunities and challenges",2009,"Geography Compass",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049399784&partnerID=40&md5=bd95ccb0ad5a6d746d0e01de03f442a7",NA,8794,"8/10/2018","Article","10.1111/j.1749-8198.2009.00266.x",NA,NA,3,5,1625,1640,1,0.11,0,4,9,"english","in corpus","DOI present","english.enl","EndNote",23678,23678,2,"Rickenbach, T. M.Ferreira, R. N.Rickenbach, J. F.Wright, E. A.","Monsoon in the Americas: Opportunities and challenges",NA,"1625-1640",NA,"Query date: 2018-08-10",2009,NA,NA,"3
Cited By (since 2009): 1","https://www.scopus.com/inward/record.url?eid=2-s2.0-78049399784&partnerID=40&md5=bd95ccb0ad5a6d746d0e01de03f442a7https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1749-8198.2009.00266.xinternal-pdf://2190798866/Rickenbach-2009-Monsoon in the Americas_ Oppor.pdf","10.1111/j.1749-8198.2009.00266.x","2190798866/Rickenbach-2009-Monsoon in the Americas_ Oppor.pdf","0","","","","","","",""
2762,3,"E. Gutierrez-Mejia, M.L. Lares, M.A. Huerta-Diaz, F. Delgadillo-Hinojosa","Cadmium and phosphate variability during algal blooms of the dinoflagellate Lingulodinium polyedrum in Todos Santos Bay, Baja California, Mexico",2016,"Science of the Total Environment",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84943311786&partnerID=40&md5=2988ad4326f6aba2938b4bf6517bdf80",NA,2762,"8/10/2018","Article","10.1016/j.scitotenv.2015.09.081",NA,NA,541,NA,865,876,3,1.5,1,4,2,"english","in corpus","DOI present","english.enl","EndNote",11432,11432,2,"Gutierrez-Mejia, E.Lares, M. L.Huerta-Diaz, M. A.Delgadillo-Hinojosa, F.","Cadmium and phosphate variability during algal blooms of the dinoflagellate Lingulodinium polyedrum in Todos Santos Bay, Baja California, Mexico",NA,"865-876",NA,"Query date: 2018-08-10",2016,NA,NA,"541
Cited By (since 2016): 3","https://www.scopus.com/inward/record.url?eid=2-s2.0-84943311786&partnerID=40&md5=2988ad4326f6aba2938b4bf6517bdf80https://ac.els-cdn.com/S0048969715307415/1-s2.0-S0048969715307415-main.pdf?_tid=7fc04ba0-21af-4eab-91e2-5830c46e373f&acdnat=1534099837_0a4bd5ac1432a17f8de054254fb0703ainternal-pdf://1323504214/Gutierrez-Mejia-2016-Cadmium and phosphate var.pdf","10.1016/j.scitotenv.2015.09.081","1323504214/Gutierrez-Mejia-2016-Cadmium and phosphate var.pdf","Bolivia","","","","","","",""
15442,16,"Amy Townsend-Small, Jorge L. Noguera, Michael E. McClain, Jay A. Brandes","Radiocarbon and stable isotope geochemistry of organic matter in the Amazon headwaters, Peruvian Andes",2007,"GLOBAL BIOGEOCHEMICAL CYCLES",NA,NA,NA,1081,"8/10/2018","Journal article","10.1029/2006GB002835",NA,NA,21,2,NA,NA,16,1.45,4,4,11,"english","in corpus","DOI present","english.enl","EndNote",4884,4884,17,"Townsend-Small, AmyNoguera, Jorge L.McClain, Michael E.Brandes, Jay A.","Radiocarbon and stable isotope geochemistry of organic matter in the Amazon headwaters, Peruvian AndesGLOBAL BIOGEOCHEMICAL CYCLES","GLOBAL BIOGEOCHEMICAL CYCLES",NA,21,"2",2007,NA,NA,"Cited By (since 2007): 16","NAhttps://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006GB002835internal-pdf://0516043942/Townsend-Small-2007-Radiocarbon and stable iso.pdf","10.1029/2006GB002835","0516043942/Townsend-Small-2007-Radiocarbon and stable iso.pdf","Peru","","","","","","",""
11361,68,"A.E. Thessen, Q. Dortch, M.L. Parsons, W. Morrison","Effect of salinity on Pseudo-nitzschia species (Bacillariophyceae) growth and distribution",2005,"Journal of Phycology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-13944256673&partnerID=40&md5=602b16df809734efdc22085dca07f642",NA,11367,"8/10/2018","Article","10.1111/j.1529-8817.2005.04077.x",NA,NA,41,1,21,29,68,5.23,17,4,13,"english","in corpus","DOI present","english.enl","EndNote",26250,26250,2,"Thessen, A. E.Dortch, Q.Parsons, M. L.Morrison, W.","Effect of salinity on Pseudo-nitzschia species (Bacillariophyceae) growth and distribution",NA,"21-29",NA,"Query date: 2018-08-10",2005,NA,NA,"41
Cited By (since 2005): 68","https://www.scopus.com/inward/record.url?eid=2-s2.0-13944256673&partnerID=40&md5=602b16df809734efdc22085dca07f642https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1529-8817.2005.04077.xinternal-pdf://0549849909/Thessen-2005-Effect of salinity on Pseudo-nitz.pdf","10.1111/j.1529-8817.2005.04077.x","0549849909/Thessen-2005-Effect of salinity on Pseudo-nitz.pdf","Bolivia","","","","","","",""
18018,10,"AM Ingallinella, LM Stecca, M Wegelin","Up-flow roughing filtration: Rehabilitation of a water treatment plant in Tarata, Bolivia",1998,"WATER SCIENCE AND TECHNOLOGY",NA,NA,NA,4040,"8/10/2018","Journal article","10.1016/S0273-1223(98)00277-7",NA,NA,37,9,105,112,10,0.5,3,3,20,"english","in corpus","DOI present","english.enl","EndNote",16259,16259,17,"Ingallinella, A. M.Stecca, L. M.Wegelin, M.","Up-flow roughing filtration: Rehabilitation of a water treatment plant in Tarata, BoliviaWATER SCIENCE AND TECHNOLOGY","WATER SCIENCE AND TECHNOLOGY","105-112",37,"9",1998,NA,NA,"Cited By (since 1998): 10","NAhttps://watermark.silverchair.com/105.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaEwggGdBgkqhkiG9w0BBwagggGOMIIBigIBADCCAYMGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM9ZTbllxXQooiU_e0AgEQgIIBVNzTzvpH9-vX5-RoUPq98mMHeW7hQbQlqF_FyEdiSXmNRybeY9kSSmAd_mV5GYXmmb9C9UgtWUpuUssCOuE_9xOheiVdH22rHNQIK8RmO_91u7EauVJ3TmigCo0p_eFeiLSxD7vpqzBmGGnmAo_UgHzh0oHk7th3IqUQUnWrhJMGU2XJj57GUEvbQ49b9gei0SRhTu8RLHSJNBfcoLflVSl08SCeYbp8eSbnwvQFJSFEhLxa-y6XW1DcuX2BYgfgK7flDy_5Av_FxXJWC9tH8inOlKIDGq_1TZct8FV9F0xFptNv4_1hVkydmQH4b4Pjaa5sGMz1jIvLGFf5RD2rY8Gsd9HmrOkBPk3xSe0V59WPp7c-NsfYKMxWIEsrTVq17oR11pVL16S6AEVmEjZncYh1eREHQooj0U2ZLrrHQq3UtbZ-GOGxhNTo8QwsJg3cGZ0mSyIinternal-pdf://0546878482/Ingallinella-1998-Up-flow roughing filtration_.pdf","10.1016/S0273-1223(98)00277-7","0546878482/Ingallinella-1998-Up-flow roughing filtration_.pdf","Bolivia","","","","","","",""
23057,4,"Neil Handisyde, Daniel Sanchez Lacalle, Silvia Arranz, Lindsay G. Ross","Modelling the flood cycle, aquaculture development potential and risk using MODIS data: A case study for the floodplain of the Rio Parana, Argentina",2014,"AQUACULTURE",NA,NA,NA,4637,"8/10/2018","Journal article","10.1016/j.aquaculture.2013.10.043",NA,NA,422,NA,18,24,4,1,1,4,4,"english","in corpus","DOI present","english.enl","EndNote",18494,18494,17,"Handisyde, NeilLacalle, Daniel SanchezArranz, SilviaRoss, Lindsay G.","Modelling the flood cycle, aquaculture development potential and risk using MODIS data: A case study for the floodplain of the Rio Parana, ArgentinaAQUACULTURE","AQUACULTURE","18-24",422,NA,2014,NA,NA,"Cited By (since 2014): 4","NAhttps://ac.els-cdn.com/S0044848613005759/1-s2.0-S0044848613005759-main.pdf?_tid=2e832f59-bce3-437c-970c-8fdff3fc23f4&acdnat=1534100311_4811e150cf8bc457220b2f03f96ecfb1internal-pdf://4000534342/Handisyde-2014-Modelling the flood cycle, aqua.pdf","10.1016/j.aquaculture.2013.10.043","4000534342/Handisyde-2014-Modelling the flood cycle, aqua.pdf","Argentina","","","","","","",""
12215,38,"R.N. Melchor, S. De Valais, J.F. Genise","Bird-like fossil footprints from the Late Triassic",2002,"Nature",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037182858&partnerID=40&md5=9c96f5ad5ec7d2116e511aa2426b9f7b",NA,12222,"8/10/2018","Article","10.1038/nature00818",NA,NA,417,6892,936,938,38,2.38,13,3,16,"english","in corpus","DOI present","english.enl","EndNote",27104,27104,2,"Melchor, R. N.Valais, S. DeGenise, J. F.","Bird-like fossil footprints from the Late Triassic",NA,"936-938",NA,"Query date: 2018-08-10",2002,NA,NA,"417
Cited By (since 2002): 38","https://www.scopus.com/inward/record.url?eid=2-s2.0-0037182858&partnerID=40&md5=9c96f5ad5ec7d2116e511aa2426b9f7bhttps://www.nature.com/articles/nature00818.pdfinternal-pdf://1270286872/Melchor-2002-Bird-like fossil footprints from.pdf","10.1038/nature00818","1270286872/Melchor-2002-Bird-like fossil footprints from.pdf","Bolivia","","","","","","",""
2582,0,"T.M. Ruiz, D. Sotomayor-RamÌrez, C. Torres-MelÈndez, G.A. MartÌnez-Rodriguez","Phosphorus mass cycling and balance in dairy farms: Case studies in Puerto Rico",2016,"Agriculture, Ecosystems and Environment",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955313503&partnerID=40&md5=91c10464037bf68cfece9e1a14c427b9",NA,2582,"8/10/2018","Article","10.1016/j.agee.2016.01.003",NA,NA,220,NA,115,124,0,0,0,4,2,"english","in corpus","DOI present","english.enl","EndNote",10739,10739,2,"Ruiz, T. M.Sotomayor-RamÌrez, D.Torres-MelÈndez, C.MartÌnez-Rodriguez, G. A.","Phosphorus mass cycling and balance in dairy farms: Case studies in Puerto Rico",NA,"115-124",NA,"Query date: 2018-08-10",2016,NA,NA,"220","https://www.scopus.com/inward/record.url?eid=2-s2.0-84955313503&partnerID=40&md5=91c10464037bf68cfece9e1a14c427b9https://ac.els-cdn.com/S0167880916300044/1-s2.0-S0167880916300044-main.pdf?_tid=fb7c92b7-19cf-4289-ab5a-0ff962f8c7ae&acdnat=1534189603_b009df983287bd2319789581ee56c27cinternal-pdf://3869953335/Ruiz-2016-Phosphorus mass cycling and balance.pdf","10.1016/j.agee.2016.01.003","3869953335/Ruiz-2016-Phosphorus mass cycling and balance.pdf","Bolivia","","","","","","",""
1428,2,"G.V.B. Paulino, L. Broetto, V.S. Pylro, M.F. Landell","Compositional shifts in bacterial communities associated with the coral Palythoa caribaeorum due to anthropogenic effects",2017,"Marine Pollution Bulletin",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007236676&partnerID=40&md5=e7e40b7a219cb02231478e2d2e692bd9",NA,1428,"8/10/2018","Article","10.1016/j.marpolbul.2016.11.039",NA,NA,114,2,1024,1030,2,2,1,4,1,"english","in corpus","DOI present","english.enl","EndNote",6264,6264,2,"Paulino, G. V. B.Broetto, L.Pylro, V. S.Landell, M. F.","Compositional shifts in bacterial communities associated with the coral Palythoa caribaeorum due to anthropogenic effects",NA,"1024-1030",NA,"Query date: 2018-08-10",2017,NA,NA,"114
Cited By (since 2017): 2","https://www.scopus.com/inward/record.url?eid=2-s2.0-85007236676&partnerID=40&md5=e7e40b7a219cb02231478e2d2e692bd9https://ac.els-cdn.com/S0025326X16309596/1-s2.0-S0025326X16309596-main.pdf?_tid=15548402-dfd7-4576-86dc-e717a001937b&acdnat=1534182796_1fe46a6a45a55782563b374ce011df84internal-pdf://2942102180/Paulino-2017-Compositional shifts in bacterial.pdf","10.1016/j.marpolbul.2016.11.039","2942102180/Paulino-2017-Compositional shifts in bacterial.pdf","Brazil","","","","","","",""
4567,11,"W. Schneider, I. PÈrez-Santos, L. Ross, L. Bravo, R. Seguel, F. Hern·ndez","On the hydrography of Puyuhuapi Channel, Chilean Patagonia",2014,"Progress in Oceanography",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922789439&partnerID=40&md5=f269d32c1541cdb50da9dc2e67385c2a",NA,4572,"8/10/2018","Article","10.1016/j.pocean.2014.03.007",NA,NA,129,NA,8,18,11,2.75,2,6,4,"english","in corpus","DOI present","english.enl","EndNote",18244,18244,2,"Schneider, W.PÈrez-Santos, I.Ross, L.Bravo, L.Seguel, R.Hern·ndez, F.","On the hydrography of Puyuhuapi Channel, Chilean Patagonia",NA,"8-18",NA,"Query date: 2018-08-10",2014,NA,NA,"129
Cited By (since 2014): 11","https://www.scopus.com/inward/record.url?eid=2-s2.0-84922789439&partnerID=40&md5=f269d32c1541cdb50da9dc2e67385c2ahttps://ac.els-cdn.com/S0079661114000330/1-s2.0-S0079661114000330-main.pdf?_tid=31bca73c-3d41-40f9-b6da-8fa44eb49bca&acdnat=1534193098_b95c1dda28103166c71397e4878ab4c1internal-pdf://3586860234/Schneider-2014-On the hydrography of Puyuhuapi.pdf","10.1016/j.pocean.2014.03.007","3586860234/Schneider-2014-On the hydrography of Puyuhuapi.pdf","Chile","","","","","","",""
8612,57,"J.S. dos Santos, M. de la Gu·rdia, A. Pastor, M.L.P. dos Santos","Determination of organic and inorganic mercury species in water and sediment samples by HPLC on-line coupled with ICP-MS",2009,"Talanta",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349400289&partnerID=40&md5=41885720f0478eb311087e8d5af6d11c",NA,8617,"8/10/2018","Article","10.1016/j.talanta.2009.06.053",NA,NA,80,1,207,211,57,6.33,14,4,9,"english","in corpus","DOI present","english.enl","EndNote",23501,23501,2,"Santos, J. S. dosGu·rdia, M. de laPastor, A.Santos, M. L. P. dos","Determination of organic and inorganic mercury species in water and sediment samples by HPLC on-line coupled with ICP-MS",NA,"207-211",NA,"Query date: 2018-08-10",2009,NA,NA,"80
Cited By (since 2009): 57","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349400289&partnerID=40&md5=41885720f0478eb311087e8d5af6d11chttps://ac.els-cdn.com/S0039914009004925/1-s2.0-S0039914009004925-main.pdf?_tid=f423302d-e44c-4730-9fea-3aad28d17fa7&acdnat=1534192269_0d8fd7a13f1f108dba7e14ed8ec8c0eeinternal-pdf://4159731282/Santos-2009-Determination of organic and inorg.pdf","10.1016/j.talanta.2009.06.053","4159731282/Santos-2009-Determination of organic and inorg.pdf","Brazil","","","","","","",""
9966,0,"A. Franco-Herrera, L. Castro","Seasonal variations in grazing of the copepod Eucalanus in the continental shelf of the south central Caribbean Sea, Colombia",2008,"Caribbean Journal of Science",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67649443963&partnerID=40&md5=aa2aa57bf91972ab61e02670166a0d55",NA,9971,"8/10/2018","Article","10.18475/cjos.v44i3.a11",NA,NA,44,3,361,374,0,0,0,2,10,"english","in corpus","DOI present","english.enl","EndNote",24855,24855,2,"Franco-Herrera, A.Castro, L.","Seasonal variations in grazing of the copepod Eucalanus in the continental shelf of the south central Caribbean Sea, Colombia",NA,"361-374",NA,"Query date: 2018-08-10",2008,NA,NA,"44","https://www.scopus.com/inward/record.url?eid=2-s2.0-67649443963&partnerID=40&md5=aa2aa57bf91972ab61e02670166a0d55http://www.bioone.org/doi/pdf/10.18475/cjos.v44i3.a11internal-pdf://3683472441/Franco-Herrera-2008-Seasonal variations in gra.pdf","10.18475/cjos.v44i3.a11","3683472441/Franco-Herrera-2008-Seasonal variations in gra.pdf","Colombia","","","","","","",""
5654,24,"D.G. Palomino Cuya, L. Brandimarte, I. Popescu, J. Alterach, M. Peviani","A GIS-based assessment of maximum potential hydropower production in La Plata basin under global changes",2013,"Renewable Energy",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863832360&partnerID=40&md5=ca5e341ed504e5672ff2b86453cc978a",NA,5659,"8/10/2018","Article","10.1016/j.renene.2012.06.019",NA,NA,50,NA,103,114,24,4.8,5,5,5,"english","in corpus","DOI present","english.enl","EndNote",20543,20543,2,"Cuya, D. G. PalominoBrandimarte, L.Popescu, I.Alterach, J.Peviani, M.","A GIS-based assessment of maximum potential hydropower production in La Plata basin under global changes",NA,"103-114",NA,"Query date: 2018-08-10",2013,NA,NA,"50
Cited By (since 2013): 24","https://www.scopus.com/inward/record.url?eid=2-s2.0-84863832360&partnerID=40&md5=ca5e341ed504e5672ff2b86453cc978ahttps://ac.els-cdn.com/S0960148112003709/1-s2.0-S0960148112003709-main.pdf?_tid=27927e67-1329-4558-896d-27d8a7ef6377&acdnat=1534033141_fee32d71732f207598c130d3742740c2internal-pdf://4217005392/Cuya-2013-A GIS-based assessment of maximum po.pdf","10.1016/j.renene.2012.06.019","4217005392/Cuya-2013-A GIS-based assessment of maximum po.pdf","Bolivia","","","","","","",""
20475,0,"Jackeline T. Gotardo, Lineu N. Rodrigues, Benedito M. Gomes","COMPARISON OF METHODS FOR ESTIMATING REFERENCE EVAPOTRANSPIRATION: AN APPROACH TO THE MANAGEMENT OF WATER RESOURCES WITHIN AN EXPERIMENTAL BASIN IN THE BRAZILIAN CERRADO",2016,"ENGENHARIA AGRICOLA",NA,NA,NA,1736,"8/10/2018","Journal article","10.1590/1809-4430-Eng.Agric.v36n6p1016-1026/2016",NA,NA,36,6,1016,1026,0,0,0,3,2,"english","in corpus","DOI present","english.enl","EndNote",7492,7492,17,"Gotardo, Jackeline T.Rodrigues, Lineu N.Gomes, Benedito M.","COMPARISON OF METHODS FOR ESTIMATING REFERENCE EVAPOTRANSPIRATION: AN APPROACH TO THE MANAGEMENT OF WATER RESOURCES WITHIN AN EXPERIMENTAL BASIN IN THE BRAZILIAN CERRADOENGENHARIA AGRICOLA","ENGENHARIA AGRICOLA","1016-1026",36,"6",2016,NA,NA,NA,"NAhttp://www.scielo.br/pdf/eagri/v36n6/1809-4430-eagri-36-06-1016.pdfinternal-pdf://0095766470/Gotardo-2016-COMPARISON OF METHODS FOR ESTIMAT.pdf","10.1590/1809-4430-Eng.Agric.v36n6p1016-1026/2016","0095766470/Gotardo-2016-COMPARISON OF METHODS FOR ESTIMAT.pdf","Brazil","","","","","","",""
19421,2,"Maria Eugenia Barrantes, Maria Eugenia Lattuca, Fabian Alberto Vanella, Daniel Alfredo Fernandez","Thermal ecology of Galaxias platei (Pisces, Galaxiidae) in South Patagonia: perspectives under a climate change scenario",2017,"HYDROBIOLOGIA",NA,NA,NA,556,"8/10/2018","Journal article","10.1007/s10750-017-3275-3",NA,NA,802,1,255,267,2,2,1,4,1,"english","in corpus","DOI present","english.enl","EndNote",2785,2785,17,"Barrantes, Maria EugeniaLattuca, Maria EugeniaVanella, Fabian AlbertoFernandez, Daniel Alfredo","Thermal ecology of Galaxias platei (Pisces, Galaxiidae) in South Patagonia: perspectives under a climate change scenarioHYDROBIOLOGIA","HYDROBIOLOGIA","255-267",802,"1",2017,NA,NA,"Cited By (since 2017): 2","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10750-017-3275-3.pdfinternal-pdf://3104876110/Barrantes-2017-Thermal ecology of Galaxias pla.pdf","10.1007/s10750-017-3275-3","3104876110/Barrantes-2017-Thermal ecology of Galaxias pla.pdf","Bolivia","","","","","","",""
4119,5,"J.R. Ribas","An assessment of conflicting intentions in the use of multipurpose water reservoirs",2014,"Water Resources Management",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027939284&partnerID=40&md5=601b63885517928b09a4e7f7d28846ed",NA,4124,"8/10/2018","Article","10.1007/s11269-014-0722-z",NA,NA,28,12,3989,4000,5,1.25,5,1,4,"english","in corpus","DOI present","english.enl","EndNote",16576,16576,2,"Ribas, J. R.","An assessment of conflicting intentions in the use of multipurpose water reservoirs",NA,"3989-4000",NA,"Query date: 2018-08-10",2014,NA,NA,"28
Cited By (since 2014): 5","https://www.scopus.com/inward/record.url?eid=2-s2.0-85027939284&partnerID=40&md5=601b63885517928b09a4e7f7d28846edhttps://link.springer.com/content/pdf/10.1007%2Fs11269-014-0722-z.pdfinternal-pdf://2474573131/Ribas-2014-An assessment of conflicting intent.pdf","10.1007/s11269-014-0722-z","2474573131/Ribas-2014-An assessment of conflicting intent.pdf","Brazil","","","","","","",""
8623,39,"M.P. Maneta, M.O. Torres, W.W. Wallender, S. Vosti, R. Howitt, L. Rodrigues, L.H. Bassoi, S. Panday","A spatially distributed hydroeconomic model to assess the effects of drought on land use, farm profits, and agricultural employment",2009,"Water Resources Research",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72149126836&partnerID=40&md5=39c6f48fbb2c73a7c409f04344e6cb9f",NA,8628,"8/10/2018","Article","10.1029/2008WR007534",NA,NA,45,11,NA,NA,39,4.33,5,8,9,"english","in corpus","DOI present","english.enl","EndNote",23512,23512,2,"Maneta, M. P.Torres, M. O.Wallender, W. W.Vosti, S.Howitt, R.Rodrigues, L.Bassoi, L. H.Panday, S.","A spatially distributed hydroeconomic model to assess the effects of drought on land use, farm profits, and agricultural employment",NA,NA,NA,"Query date: 2018-08-10",2009,NA,NA,"45
Cited By (since 2009): 39","https://www.scopus.com/inward/record.url?eid=2-s2.0-72149126836&partnerID=40&md5=39c6f48fbb2c73a7c409f04344e6cb9fhttps://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008WR007534internal-pdf://0443129337/Maneta-2009-A spatially distributed hydroecono.pdf","10.1029/2008WR007534","0443129337/Maneta-2009-A spatially distributed hydroecono.pdf","Brazil","","","","","","",""
