"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"35",0,"M.E. Zita Lagos, E.C. Figueroa GarcÌa, L.E. Narv·ez Hern·ndez","Relevant features impact of an urban dry toilet in the consumer acceptance [Impacto de los atributos determinantes de un sanitario seco urbano en la aceptaciÛn del consumidor]",2017,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032972963&doi=10.20937%2fRICA.2017.33.04.10&partnerID=40&md5=61bfb5739e5ffad436370c1d8694f0f9",NA,35,"8/10/2018","Article","10.20937/RICA.2017.33.04.10",NA,NA,33,4,671,679,0,0,0,3,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","96","96","2","Lagos, M. E. ZitaGarcÌa, E. C. FigueroaHern·ndez, L. E. Narv·ez","Relevant features impact of an urban dry toilet in the consumer acceptance [Impacto de los atributos determinantes de un sanitario seco urbano en la aceptaciÛn del consumidor]","671-679","Query date: 2018-08-10",2017,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032972963&doi=10.20937%2fRICA.2017.33.04.10&partnerID=40&md5=61bfb5739e5ffad436370c1d8694f0f9https://www.revistascca.unam.mx/rica/index.php/rica/article/download/RICA.2017.33.04.10/46719internal-pdf://1911903210/Lagos-2017-Relevant features impact of an urba.pdf","33",NA,NA,"10.20937/RICA.2017.33.04.10","1911903210/Lagos-2017-Relevant features impact of an urba.pdf"
"693",10,"A. Laguarda-Figueras, A. GutiÈrrez-Castro, F.A. SolÌs-MarÌn, A. Dur·n-Gonz·lez, J. Torres-Vega","Echinoids (Echinodermata: Echinoidea) from the Gulf of Mexico [Equinoideos (Echinodermata: Echinoidea) del Golfo De MÈxico.]",2005,"Revista de biologÌa tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548037872&partnerID=40&md5=fc8b0a5a5c5b79b303f354c314982744",NA,693,"8/10/2018","Article","",NA,NA,53,NA,69,108,10,0.77,2,5,13,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1087","10870","2","Laguarda-Figueras, A.GutiÈrrez-Castro, A.SolÌs-MarÌn, F. A.Dur·n-Gonz·lez, A.Torres-Vega, J.","Echinoids (Echinodermata: Echinoidea) from the Gulf of Mexico [Equinoideos (Echinodermata: Echinoidea) del Golfo De MÈxico.]","69-108","Query date: 2018-08-10",2005,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548037872&partnerID=40&md5=fc8b0a5a5c5b79b303f354c314982744","53Cited By (since 2005): 10",NA,NA,NA,"manual_download_spanish/662/26766-71341-1-SM.pdf"
"1118",1,"Rafaela Maria Laino-Guanes, Ricardo Bello-Mendoza, Mario Gonzalez-Espinosa, Neptali Ramirez-Marcial, Francisco Jimenez-Otarola, Karim Musalem-Castillejos","Metal Concentrations in Water and Sediments in the Upper Grijalva River Basin, Mexico-Guatemala border",2015,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,91,"8/10/2018","Journal article","",NA,NA,6,4,61,74,1,0.33,0,6,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","224","2240","17","Laino-Guanes, Rafaela MariaBello-Mendoza, RicardoGonzalez-Espinosa, MarioRamirez-Marcial, NeptaliJimenez-Otarola, FranciscoMusalem-Castillejos, Karim","Metal Concentrations in Water and Sediments in the Upper Grijalva River Basin, Mexico-Guatemala borderTECNOLOGIA Y CIENCIAS DEL AGUA","61-74","4",2015,"NA","NA","NA","Cited By (since 2015): 1","TECNOLOGIA Y CIENCIAS DEL AGUA","6",NA,"manual_download_spanish/663/663.pdf"
"123",1,"R.M. Laino-Guanes, R. Bello-Mendoza, M. Gonz·lez-Espinosa, N. RamÌrez-Marcial, F. JimÈnez-Ot·rola, K. Mus·lem-Castillejos","Metal concentrations in water and sediments in the upper Grijalva river basin, Mexico-Guatemala border [ConcentraciÛn de metales en agua y sedimentos de la cuenca alta del rÌo Grijalva, frontera MÈxico-Guatemala]",2015,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030537717&partnerID=40&md5=5917b2d2ccb8c2cb47dbb81669b7716c",NA,123,"8/10/2018","Article","",NA,NA,6,4,61,74,1,0.33,0,6,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","301","3010","2","Laino-Guanes, R. M.Bello-Mendoza, R.Gonz·lez-Espinosa, M.RamÌrez-Marcial, N.JimÈnez-Ot·rola, F.Mus·lem-Castillejos, K.","Metal concentrations in water and sediments in the upper Grijalva river basin, Mexico-Guatemala border [ConcentraciÛn de metales en agua y sedimentos de la cuenca alta del rÌo Grijalva, frontera MÈxico-Guatemala]","61-74","Query date: 2018-08-10",2015,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030537717&partnerID=40&md5=5917b2d2ccb8c2cb47dbb81669b7716c","6Cited By (since 2015): 1",NA,NA,NA,"manual_download_spanish/664/v6n4a4.pdf"
"166",8,"M.E. Lallement, S.M. Ju·rez, P.J. Macchi, P.H. Vigliano","Puyehue CordÛn -Caulle: Post-eruption analysis of changes in stream benthic fauna of Patagonia [Puyehue CordÛn -Caulle: Cambios en la fauna bentÛnica de arroyos de Patagonia post-erupciÛn]",2014,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897472054&partnerID=40&md5=8fe24acc94ce1f99f17aa1b7c048d218",NA,166,"8/10/2018","Article","",NA,NA,24,1,64,74,8,2,2,4,4,"spanish","in corpus","DOI absent","spanish.enl","EndNote","390","3900","2","Lallement, M. E.Ju·rez, S. M.Macchi, P. J.Vigliano, P. H.","Puyehue CordÛn -Caulle: Post-eruption analysis of changes in stream benthic fauna of Patagonia [Puyehue CordÛn -Caulle: Cambios en la fauna bentÛnica de arroyos de Patagonia post-erupciÛn]","64-74","Query date: 2018-08-10",2014,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897472054&partnerID=40&md5=8fe24acc94ce1f99f17aa1b7c048d218","24Cited By (since 2014): 8",NA,NA,NA,"manual_download_spanish/665/38-139-1-PB.pdf"
"148",5,"M.F. Landaeta, M.J. Ochoa-MuÒoz, C.A. Bustos","Feeding success and selectivity of larval anchoveta Engraulis ringens in a fjord-type inlet from northern Patagonia (Southeast Pacific) […xito alimentario y selectividad en larvas de anchoveta Engraulis ringens en un canal tipo fiordo de patagonia norte (PacÌfico Suroriental)]",2014,"Revista de Biologia Marina y Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912084793&doi=10.4067%2fS0718-19572014000300005&partnerID=40&md5=c668134e35936d22544b7b3b383d8f01",NA,148,"8/10/2018","Article","10.4067/S0718-19572014000300005",NA,NA,49,3,461,475,5,1.25,2,3,4,"spanish","in corpus","DOI present","spanish.enl","EndNote","355","355","2","Landaeta, M. F.Ochoa-MuÒoz, M. J.Bustos, C. A.","Feeding success and selectivity of larval anchoveta Engraulis ringens in a fjord-type inlet from northern Patagonia (Southeast Pacific) […xito alimentario y selectividad en larvas de anchoveta Engraulis ringens en un canal tipo fiordo de patagonia norte (PacÌfico Suroriental)]","461-475","Query date: 2018-08-10",2014,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912084793&doi=10.4067%2fS0718-19572014000300005&partnerID=40&md5=c668134e35936d22544b7b3b383d8f01https://scielo.conicyt.cl/pdf/revbiolmar/v49n3/art05.pdfinternal-pdf://3310995628/Landaeta-2014-Feeding success and selectivity.pdf","49Cited By (since 2014): 5",NA,NA,"10.4067/S0718-19572014000300005","3310995628/Landaeta-2014-Feeding success and selectivity.pdf"
"436",8,"M.A. Landi, D. Renison","Forestation with Polylepis australis BITT. in eroded soils of the Sierras Grandes of CÛrdoba [ForestaciÛn con Polylepis australis en suelos erosionados de las Sierras Grandes de CÛrdoba: EvaluaciÛn del uso de terrazas y vegetaciÛn nodriza]",2010,"Ecologia Austral",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951434085&partnerID=40&md5=0bf103938f2771f2e335ace28cccfd69",NA,436,"8/10/2018","Article","",NA,NA,20,1,47,55,8,1,4,2,8,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","830","8300","2","Landi, M. A.Renison, D.","Forestation with Polylepis australis BITT. in eroded soils of the Sierras Grandes of CÛrdoba [ForestaciÛn con Polylepis australis en suelos erosionados de las Sierras Grandes de CÛrdoba: EvaluaciÛn del uso de terrazas y vegetaciÛn nodriza]","47-55","Query date: 2018-08-10",2010,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951434085&partnerID=40&md5=0bf103938f2771f2e335ace28cccfd69","20Cited By (since 2010): 8",NA,NA,NA,NA
"584",1,"P.R. Lankao","Decentralization and state withdrawal: Mechanisms for a sustainable management of water? [DescentralizaciÛn y retiro del estado: øMecanismos para gestionar sustentablemente el agua?]",2007,"Gestion y Politica Publica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949095112&partnerID=40&md5=650d8ced2c8e2332276ab0db96980c5f",NA,584,"8/10/2018","Article","",NA,NA,16,1,29,59,1,0.09,1,1,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","978","9780","2","Lankao, P. R.","Decentralization and state withdrawal: Mechanisms for a sustainable management of water? [DescentralizaciÛn y retiro del estado: øMecanismos para gestionar sustentablemente el agua?]","29-59","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949095112&partnerID=40&md5=650d8ced2c8e2332276ab0db96980c5f","16Cited By (since 2007): 1",NA,NA,NA,"manual_download_spanish/668/13316102.pdf"
"755",1,"G. de la Lanza-Espino, I. PeniÈ-RodrÌguez, S. Hern·ndez-Pulido","Spatiotemporal variation of phosphorus and the effect of local currents on its distribution in Petacalco Bay, Guerrero, Mexico [VariaciÛn espaciotemporal del fÛsforo y el efecto de las corrientes locales en su distribuciÛn en la BahÌa de Petacalco, Guerrero, MÈxico]",2004,"Ciencias Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942720495&doi=10.7773%2fcm.v30i2.243&partnerID=40&md5=16ac514bde2e637472d865965532c1ac",NA,755,"8/10/2018","Article","10.7773/cm.v30i2.243",NA,NA,30,2,311,322,1,0.07,0,3,14,"spanish","in corpus","DOI present","spanish.enl","EndNote","1149","11490","2","Lanza-Espino, G. de laPeniÈ-RodrÌguez, I.Hern·ndez-Pulido, S.","Spatiotemporal variation of phosphorus and the effect of local currents on its distribution in Petacalco Bay, Guerrero, Mexico [VariaciÛn espaciotemporal del fÛsforo y el efecto de las corrientes locales en su distribuciÛn en la BahÌa de Petacalco, Guerrero, MÈxico]","311-322","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942720495&doi=10.7773%2fcm.v30i2.243&partnerID=40&md5=16ac514bde2e637472d865965532c1ac","30Cited By (since 2004): 1",NA,NA,"10.7773/cm.v30i2.243","manual_download_spanish/669/243-Article Text-1074-1-10-20060324 (1).pdf"
"491",19,"C. Lapridai, B. Valero-garcÈs","Environmental changes in the buenos aires pampa region during historical times based on ostracods : The hydrological evolution of the laguna chascomus [Cambios ambientales de Èpocas histÛricas en la pampa bonaerense en base a ostr·codos: historia hidrolÛgica de la laguna de Chascom˙s]",2009,"Ameghiniana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949182906&partnerID=40&md5=802bfda2d216a2717e3dc7db293c6b0d",NA,491,"8/10/2018","Article","",NA,NA,46,1,95,111,19,2.11,10,2,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","885","8850","2","Lapridai, C.Valero-garcÈs, B.","Environmental changes in the buenos aires pampa region during historical times based on ostracods : The hydrological evolution of the laguna chascomus [Cambios ambientales de Èpocas histÛricas en la pampa bonaerense en base a ostr·codos: historia hidrolÛgica de la laguna de Chascom˙s]","95-111","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949182906&partnerID=40&md5=802bfda2d216a2717e3dc7db293c6b0d","46Cited By (since 2009): 19",NA,NA,NA,"manual_download_spanish/670/Environmental changes in the good air pampa region during historical times based on ostracods_ the hydrological evolution of the chascom˙s lagoon.pdf"
"734",14,"M.D.C.C. Lara, R.C. Altamirano, A.P. Sierra-Beltr·n","Presence of Cochlodinium catenatum (Gymnodiniales: Gymnodiniaceae) in red tides of BahÌa de Banderas, Mexican Pacific [Presencia de Cochlodinium catenatum (Gymnodiniales: Gymnodiniaceae) en mareas rojas de BahÌa de Banderas, PacÌfico Mexicano]",2004,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-6944226724&partnerID=40&md5=43429b02284567bccdf3f59fc9755f09",NA,734,"8/10/2018","Article","",NA,NA,52,NA,35,49,14,1,5,3,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1128","11280","2","Lara, M. D. C. C.Altamirano, R. C.Sierra-Beltr·n, A. P.","Presence of Cochlodinium catenatum (Gymnodiniales: Gymnodiniaceae) in red tides of BahÌa de Banderas, Mexican Pacific [Presencia de Cochlodinium catenatum (Gymnodiniales: Gymnodiniaceae) en mareas rojas de BahÌa de Banderas, PacÌfico Mexicano]","35-49","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-6944226724&partnerID=40&md5=43429b02284567bccdf3f59fc9755f09","52Cited By (since 2004): 14",NA,NA,NA,"manual_download_spanish/671/26517-70338-1-SM.pdf"
"706",13,"J.R. Lara-Lara, C. Baz·n-Guzm·n","Distribution of chlorophyll and primary production by size classes along the Mexican Pacific coast [DistribuciÛn de clorofila y producciÛn primaria por clases de tamaÒo en la costa del PacÌfico mexicano]",2005,"Ciencias Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-15044346382&partnerID=40&md5=e76c3fb6203709e15cf34dfb10b68b8a",NA,706,"8/10/2018","Article","",NA,NA,31,1,11,21,13,1,7,2,13,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1100","11000","2","Lara-Lara, J. R.Baz·n-Guzm·n, C.","Distribution of chlorophyll and primary production by size classes along the Mexican Pacific coast [DistribuciÛn de clorofila y producciÛn primaria por clases de tamaÒo en la costa del PacÌfico mexicano]","11-21","Query date: 2018-08-10",2005,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-15044346382&partnerID=40&md5=e76c3fb6203709e15cf34dfb10b68b8a","31Cited By (since 2005): 13",NA,NA,NA,"manual_download_spanish/672/v31n1aa2.pdf"
"1247",0,"Maria Eugenia Lara-Magana, Xiangyue Li-Liu, Luis Emilio Rendon-Diaz-Miron","The importance of Portland cement composition in mitigating biodeterioration of concrete hydraulic infrastructure",2009,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,220,"8/10/2018","Journal article","",NA,NA,24,2,139,146,0,0,0,3,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","498","4980","17","Lara-Magana, Maria EugeniaLi-Liu, XiangyueRendon-Diaz-Miron, Luis Emilio","The importance of Portland cement composition in mitigating biodeterioration of concrete hydraulic infrastructureINGENIERIA HIDRAULICA EN MEXICO","139-146","2",2009,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","24",NA,NA
"508",1,"M.E. Lara-MagaÒa, X. Li-Liu, L.E. RendÛn-DÌaz-MirÛn","The importance of Portland cement composition in mitigating biodeterioration of concrete hydraulic infrastructure [La importancia de la composiciÛn del cemento Portland en la mitigaciÛn del biodeterioro en la infraestructura hydr·ulica de concreto]",2009,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949159777&partnerID=40&md5=68f0183998a5fda81ec67d2c5a3fb0bf",NA,508,"8/10/2018","Article","",NA,NA,24,2,139,146,1,0.11,0,3,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","902","9020","2","Lara-MagaÒa, M. E.Li-Liu, X.RendÛn-DÌaz-MirÛn, L. E.","The importance of Portland cement composition in mitigating biodeterioration of concrete hydraulic infrastructure [La importancia de la composiciÛn del cemento Portland en la mitigaciÛn del biodeterioro en la infraestructura hydr·ulica de concreto]","139-146","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949159777&partnerID=40&md5=68f0183998a5fda81ec67d2c5a3fb0bf","24Cited By (since 2009): 1",NA,NA,NA,NA
"132",0,"R. Lara-RodrÌguez, R. Vel·squez-Arenas, L. Troccoli-Ghinaglia, D. Hernandez, M. Lemus","Seasonal variation of physico-chemical variables and phytoplankton biomass in surface water of coast Chacopata, NE Venezuela (Caribbean Sea) [VariaciÛn temporal de las variables fÌsico-quÌmicas y biomasa fitoplanctÛnica en aguas superficiales de la zona costera de Chacopata, NE Venezuela (Mar Caribe)]",2015,"Revista de Biologia Marina y Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938059744&partnerID=40&md5=84342ab0516937a2ded8240d672e9ff2",NA,132,"8/10/2018","Article","",NA,NA,50,2,367,373,0,0,0,5,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","321","3210","2","Lara-RodrÌguez, R.Vel·squez-Arenas, R.Troccoli-Ghinaglia, L.Hernandez, D.Lemus, M.","Seasonal variation of physico-chemical variables and phytoplankton biomass in surface water of coast Chacopata, NE Venezuela (Caribbean Sea) [VariaciÛn temporal de las variables fÌsico-quÌmicas y biomasa fitoplanctÛnica en aguas superficiales de la zona costera de Chacopata, NE Venezuela (Mar Caribe)]","367-373","Query date: 2018-08-10",2015,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938059744&partnerID=40&md5=84342ab0516937a2ded8240d672e9ff2","50",NA,NA,NA,"manual_download_spanish/675/art15.pdf"
"127",1,"H. Larios-Tlali, A. Quevedo-Nolasco, M.R. MartÌnez-Menes, E. Torres-Benites, J.A. Salgado-Tr·nsito","Flood risk in a sub-basin of the la antigua river, Veracruz, Mexico [Riesgo de inundaciÛn en la subcuenca del rÌo La Antigua, Veracruz, MÈxico]",2015,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027570794&partnerID=40&md5=ae11f1ef214069d6a80be9bbd2e5a39c",NA,127,"8/10/2018","Article","",NA,NA,6,3,39,56,1,0.33,0,5,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","311","3110","2","Larios-Tlali, H.Quevedo-Nolasco, A.MartÌnez-Menes, M. R.Torres-Benites, E.Salgado-Tr·nsito, J. A.","Flood risk in a sub-basin of the la antigua river, Veracruz, Mexico [Riesgo de inundaciÛn en la subcuenca del rÌo La Antigua, Veracruz, MÈxico]","39-56","Query date: 2018-08-10",2015,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027570794&partnerID=40&md5=ae11f1ef214069d6a80be9bbd2e5a39c","6Cited By (since 2015): 1",NA,NA,NA,"manual_download_spanish/676/353541047004.pdf"
"1381",0,"Hugo Larios-Tlali, Elibeth Torres-Benites, Abel Quevedo-Nolascol, Mario R. Mart√≠nez-Menes, Jorge A. Salgado-Tr√°nsito","Flood Risk in a Sub-Basin of the La Antigua River, Veracruz. M√©xico",2015,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,44,"8/10/2018","Journal article","",NA,NA,6,3,39,56,0,0,0,5,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","117","1170","17","Larios-Tlali, HugoTorres-Benites, ElibethQuevedo-Nolascol, AbelMart√≠nez-Menes, Mario R.Salgado-Tr√°nsito, Jorge A.","Flood Risk in a Sub-Basin of the La Antigua River, Veracruz. M√©xicoTecnolog√≠a y ciencias del agua","39-56","3",2015,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","6",NA,"manual_download_spanish/677/out.pdf"
"1122",1,"Hugo Larios-Tlali, Elibeth Torres-Benites, Abel Quevedo-Nolascol, Mario R. Martinez-Menes, Jorge A. Salgado-Transito","Flood Risk in a Sub-Basin of the La Antigua River, Veracruz. Mexico",2015,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,95,"8/10/2018","Journal article","",NA,NA,6,3,39,56,1,0.33,0,5,3,"spanish","in corpus","DOI absent","spanish.enl","EndNote","232","2320","17","Larios-Tlali, HugoTorres-Benites, ElibethQuevedo-Nolascol, AbelMartinez-Menes, Mario R.Salgado-Transito, Jorge A.","Flood Risk in a Sub-Basin of the La Antigua River, Veracruz. MexicoTECNOLOGIA Y CIENCIAS DEL AGUA","39-56","3",2015,"NA","NA","NA","Cited By (since 2015): 1","TECNOLOGIA Y CIENCIAS DEL AGUA","6",NA,"manual_download_spanish/678/678.pdf"
